number,value,datetime_start,datetime_complete,duration,params_corner_curvature,params_icp_maximum_iteration,params_livox_min_dis,params_mapping_plane_resolution,params_surface_curvature,system_attrs_cma:generation,system_attrs_cma:n_restarts,system_attrs_cma:optimizer:0,system_attrs_cma:optimizer:1,system_attrs_fixed_params,state
40,999.0,2026-07-28 04:30:45.222631,2026-07-28 04:36:59.672667,0 days 00:06:14.450036,0.29999999999999993,5,0.9999999999999999,0.2,0.019999999999999997,4.0,0.0,,,,COMPLETE
41,0.8016637156425988,2026-07-28 04:37:07.647672,2026-07-28 04:44:01.606093,0 days 00:06:53.958421,0.02,30,0.9999999999999999,0.2,0.019999999999999997,5.0,0.0,800363636d6165732e5f636d610a434d410a7100298171017d71022858060000005f6e5f64696d71034b0558080000005f706f7073697a6571044b0858030000005f6d7571054b0458070000005f6d755f6566667106636e756d70792e636f72652e6d756c746961727261790a7363616c61720a7107636e756d70790a64747970650a7108580200000066387109898887710a52710b284b0358010000003c710c4e4e4e4affffffff4affffffff4b0074710d62430820436f8e2acd0440710e86710f52711058030000005f636371116807680b43084f2d90ce11d0dc3f711286711352711458030000005f633171156807680b430841296f67b236a83f711686711752711858040000005f636d7571196807680b430854afe081e88aa33f711a86711b52711c58080000005f635f7369676d61711d6807680b43084129dea29b5dd73f711e86711f52712058080000005f645f7369676d6171216807680b4308508ab7e866d7f53f712286712352712458030000005f636d71254b0158060000005f6368695f6e71264740010737767cc6e058080000005f776569676874737127636e756d70792e636f72652e6d756c746961727261790a5f7265636f6e7374727563740a7128636e756d70790a6e6461727261790a71294b0085712a430162712b87712c52712d284b014b0885712e680858020000006638712f8988877130527131284b03680c4e4e4e4affffffff4affffffff4b0074713262894340c0fc6f2530f5e03f922449922449d23f912449922449c23f1c7d92cd463fa53fa00c85356a69c5bfa9cba55b603bddbf6af698789f72e6bfa9cba55b603bedbf71337471346258080000005f705f7369676d617135682868294b00857136682b877137527138284b014b05857139680b894328f524af7fdd85cbbf96d13e47143fcd3feadb3298e5029abf155ba34a40a3cfbf1ba5a4f5f1d436c0713a74713b6258030000005f7063713c682868294b0085713d682b87713e52713f284b014b05857140680b8943280000000000000000000000000000000000000000000000000000000000000000000000000000000071417471426258050000005f6d65616e7143682868294b00857144682b877145527146284b014b05857147683189432816bba6824565ea3fec51b81e85ebc13f5b58071c7b71723f8220641ceddee03f0000000000003e4071487471496258060000005f7369676d61714a6807680b4308d8707ccdb2493443714b86714c52714d58020000005f44714e4e58020000005f42714f4e58070000005f626f756e64737150682868294b00857151682b877152527153284b014b054b0286715468318943509a9999999999a93f000000000000f03f7b14ae47e17a943f333333333333d33ffca9f1d24d62503f7b14ae4,7e17a943f9a9999999999c93f333333333333f33f00000000000012400000000000803e4071557471566258110000005f6e5f6d61785f726573616d706c696e6771574b3258020000005f6771584b0558050000005f746f6c7871596807680b43084d48ee10d685ec3c715a86715b52715c58070000005f746f6c787570715d4740c388000000000058070000005f746f6c66756e715e473d719799812dea1158100000005f746f6c636f6e646974696f6e636f76715f4742d6bcc41e900000580d0000005f66756e686973745f7465726d71604b1d580f0000005f66756e686973745f76616c7565737161682868294b00857162682b877163527164284b014b3a85716568318942d00100005084243e000000000000000000000000378e531bb847e93f11e4bae35613ef3f619a07a42e6de93f0000000000388f4084f0478d45ecea3f0000000000388f40d1f2e1dab3ffe93f0000000000388f404aab8ecef7d2e93f0000000000388f402cad823e000000002ecf423f000000003d0000003d00000017000000510000002b0000000100000000000000060000000b0000002d0000003c0000003d0000003d00000000000000000002000000000078659e3e0000000088e5d23e000000000000000000000000000000000000000018000000000000002ecf423f000000003d0000003d000000000000000000000000000000000000000100000000000000ff01010001000000084a4509f770000078630bf4f6700000f8ed2c09f7700000306795ebf67000000000000000000000000000000000000020fa423f0000000020fa423f0000000080683609f7700000c0dd46d7f670000090f887d8f670000048c046d7f670000090c046d7f6700000a8c046d7f6700000507dd8d8f670000030de46d7f670000068de46d7f670000070f346d7f670000010914909f7700000705446d7f670000050e64809f7700000f03a3909f7700000308e4509f7700000f0854c09f770000070093909f770000071667471676258050000005f635f31647168682868294b00857169682b87716a52716b284b014b0f85716c680b89437838b9949528d8f33f4561e5cc338ca9bf6eb2caa51125793fd62e726688e3ae3f940ab5241a270e40d6b9d55a08d3f33fbb9bc3a3cc3095bf7146e0bf11ffb0bf1b3197de82701dc0c60992702d4ff33f0b6da20719cd933f47438b998db10f4055a3c4eacd14f43f828d53147f9d1a40eaad66a79aee9040716d74716e6275622e,,COMPLETE
42,0.8112822766787854,2026-07-28 04:44:02.708854,2026-07-28 04:51:00.629817,0 days 00:06:57.920963,0.02,30,0.05,1.1999999999999997,0.019999999999999997,5.0,0.0,,,,COMPLETE
43,0.7907332415948312,2026-07-28 04:51:03.131850,2026-07-28 04:55:59.784313,0 days 00:04:56.652463,0.29999999999999993,30,0.05,1.1999999999999997,0.019999999999999997,5.0,0.0,,,,COMPLETE
44,999.0,2026-07-28 04:56:00.430051,2026-07-28 05:02:41.698564,0 days 00:06:41.268513,0.02,30,0.05,1.1999999999999997,0.001,5.0,0.0,,,,COMPLETE
45,0.8436886822840731,2026-07-28 05:02:44.589640,2026-07-28 05:10:11.795158,0 days 00:07:27.205518,0.29999999999999993,30,0.05,0.2,0.019999999999999997,5.0,0.0,,,,COMPLETE
46,0.9234980753065887,2026-07-28 05:10:12.525968,2026-07-28 05:17:15.097976,0 days 00:07:02.572008,0.02,30,0.05,1.1999999999999997,0.019999999999999997,5.0,0.0,,,,COMPLETE
47,0.8158111194940904,2026-07-28 05:17:17.414572,2026-07-28 05:24:16.041916,0 days 00:06:58.627344,0.02,5,0.9999999999999999,1.1999999999999997,0.001,5.0,0.0,,,,COMPLETE
48,999.0,2026-07-28 05:24:19.882638,2026-07-28 05:29:30.680184,0 days 00:05:10.797546,0.29999999999999993,30,0.9999999999999999,0.2,0.001,5.0,0.0,,,,COMPLETE
49,0.8268909090097627,2026-07-28 05:29:33.961275,2026-07-28 05:36:03.129341,0 days 00:06:29.168066,0.02,30,0.05,1.1999999999999997,0.001,6.0,0.0,800363636d6165732e5f636d610a434d410a7100298171017d71022858060000005f6e5f64696d71034b0558080000005f706f7073697a6571044b0858030000005f6d7571054b0458070000005f6d755f6566667106636e756d70792e636f72652e6d756c746961727261790a7363616c61720a7107636e756d70790a64747970650a7108580200000066387109898887710a52710b284b0358010000003c710c4e4e4e4affffffff4affffffff4b0074710d62430820436f8e2acd0440710e86710f52711058030000005f636371116807680b43084f2d90ce11d0dc3f711286711352711458030000005f633171156807680b430841296f67b236a83f711686711752711858040000005f636d7571196807680b430854afe081e88aa33f711a86711b52711c58080000005f635f7369676d61711d6807680b43084129dea29b5dd73f711e86711f52712058080000005f645f7369676d6171216807680b4308508ab7e866d7f53f712286712352712458030000005f636d71254b0158060000005f6368695f6e71264740010737767cc6e058080000005f776569676874737127636e756d70792e636f72652e6d756c746961727261790a5f7265636f6e7374727563740a7128636e756d70790a6e6461727261790a71294b0085712a430162712b87712c52712d284b014b0885712e680858020000006638712f8988877130527131284b03680c4e4e4e4affffffff4affffffff4b0074713262894340c0fc6f2530f5e03f922449922449d23f912449922449c23f1c7d92cd463fa53fa00c85356a69c5bfa9cba55b603bddbf6af698789f72e6bfa9cba55b603bedbf71337471346258080000005f705f7369676d617135682868294b00857136682b877137527138284b014b05857139680b89432831d5af718079c1bf7369fa34a291c23f65bea99ecf8390bfca6e81064f16c4bf8d83e0170cfe2cc0713a74713b6258030000005f7063713c682868294b0085713d682b87713e52713f284b014b05857140680b8943280000000000000000000000000000000000000000000000000000000000000000000000000000000071417471426258050000005f6d65616e7143682868294b00857144682b877145527146284b014b058571476831894328024895263318d73fe1e7919a7d8dc53f90335bff2fac933f1ad4411dd441ed3fe458f60a69f63c4071487471496258060000005f7369676d61714a6807680b43088b729dcb9fff5743714b86714c52714d58020000005f44714e4e58020000005f42714f4e58070000005f626f756e64737150682868294b00857151682b877152527153284b014b054b0286715468318943509a9999999999a93f000000000000f03f7b14ae47e17a943f333333333333d33ffca9f1d24d62503f7b14ae4,7e17a943f9a9999999999c93f333333333333f33f00000000000012400000000000803e4071557471566258110000005f6e5f6d61785f726573616d706c696e6771574b3258020000005f6771584b0658050000005f746f6c7871596807680b43084d48ee10d685ec3c715a86715b52715c58070000005f746f6c787570715d4740c388000000000058070000005f746f6c66756e715e473d719799812dea1158100000005f746f6c636f6e646974696f6e636f76715f4742d6bcc41e900000580d0000005f66756e686973745f7465726d71604b1d580f0000005f66756e686973745f76616c7565737161682868294b00857162682b877163527164284b014b3a85716568318942d00100005084243e000000000000000000000000378e531bb847e93f11e4bae35613ef3f619a07a42e6de93f0000000000388f4084f0478d45ecea3f0000000000388f40d1f2e1dab3ffe93f0000000000388f404aab8ecef7d2e93f0000000000388f40d45090ccaf4de93f0000000000388f403d0000003d00000017000000510000002b0000000100000000000000060000000b0000002d0000003c0000003d0000003d00000000000000000002000000000078659e3e0000000088e5d23e000000000000000000000000000000000000000018000000000000002ecf423f000000003d0000003d000000000000000000000000000000000000000100000000000000ff01010001000000084a4509f770000078630bf4f6700000f8ed2c09f7700000306795ebf67000000000000000000000000000000000000020fa423f0000000020fa423f0000000080683609f7700000c0dd46d7f670000090f887d8f670000048c046d7f670000090c046d7f6700000a8c046d7f6700000507dd8d8f670000030de46d7f670000068de46d7f670000070f346d7f670000010914909f7700000705446d7f670000050e64809f7700000f03a3909f7700000308e4509f7700000f0854c09f770000070093909f770000071667471676258050000005f635f31647168682868294b00857169682b87716a52716b284b014b0f85716c680b894378b8b44c8dc97ff43f9984fa010264aabf155160ab78f9793fa0f287ae74e8af3fc773fdb7ce250f40ce42ed057e7af43f2361f3d8cce395bfd20fdff9a38eb1bf898b721131691ec0e1ab1f4e49f2f33fec78ba905c74943f138bc715a35e10407a7fa02b6fbef43f8b2830d9517e1b40c05cc3cba17d9140716d74716e6275622e,,COMPLETE
