number,value,datetime_start,datetime_complete,duration,params_blind,params_filter_size_map,params_filter_size_surf,params_max_iteration,params_point_filter_num,system_attrs_cma:generation,system_attrs_cma:n_restarts,system_attrs_cma:optimizer:0,system_attrs_cma:optimizer:1,system_attrs_fixed_params,state
23,0.10910984976831595,2026-07-15 05:11:55.754503,2026-07-15 05:15:10.865926,0 days 00:03:15.111423,0.3961262235658872,0.29948933468963296,0.383426185207773,4,3,2.0,0.0,,,,COMPLETE
24,0.10948376358240701,2026-07-15 05:15:10.893041,2026-07-15 05:18:03.378667,0 days 00:02:52.485626,0.6747023454048967,0.8463367521631725,0.3078540018053774,3,3,2.0,0.0,,,,COMPLETE
25,0.1095450702475778,2026-07-15 05:18:03.411352,2026-07-15 05:21:14.756240,0 days 00:03:11.344888,0.36990059616543636,0.7527746864081739,0.6200515851868119,4,3,3.0,0.0,800363636d6165732e5f636d610a434d410a7100298171017d71022858060000005f6e5f64696d71034b0558080000005f706f7073697a6571044b0858030000005f6d7571054b0458070000005f6d755f6566667106636e756d70792e636f72652e6d756c746961727261790a7363616c61720a7107636e756d70790a64747970650a7108580200000066387109898887710a52710b284b0358010000003c710c4e4e4e4affffffff4affffffff4b0074710d62430820436f8e2acd0440710e86710f52711058030000005f636371116807680b43084f2d90ce11d0dc3f711286711352711458030000005f633171156807680b430841296f67b236a83f711686711752711858040000005f636d7571196807680b430854afe081e88aa33f711a86711b52711c58080000005f635f7369676d61711d6807680b43084129dea29b5dd73f711e86711f52712058080000005f645f7369676d6171216807680b4308508ab7e866d7f53f712286712352712458030000005f636d71254b0158060000005f6368695f6e71264740010737767cc6e058080000005f776569676874737127636e756d70792e636f72652e6d756c746961727261790a5f7265636f6e7374727563740a7128636e756d70790a6e6461727261790a71294b0085712a430162712b87712c52712d284b014b0885712e680858020000006638712f8988877130527131284b03680c4e4e4e4affffffff4affffffff4b0074713262894340c0fc6f2530f5e03f922449922449d23f912449922449c23f1c7d92cd463fa53fa00c85356a69c5bfa9cba55b603bddbf6af698789f72e6bfa9cba55b603bedbf71337471346258080000005f705f7369676d617135682868294b00857136682b877137527138284b014b05857139680b89432804648898e0a4f1bfa6e9ccb997f3df3fe03bd2cf4a5ff5bf0c4bf3b5445cc4bf01e18e1bb2dd01c0713a74713b6258030000005f7063713c682868294b0085713d682b87713e52713f284b014b05857140680b89432815051aae1b38eabf2d21649bbc00e83f4f36ef0ddb0ef7bfe0c41698d919e8bf9e59c45826ccb4bf71417471426258050000005f6d65616e7143682868294b00857144682b877145527146284b014b0585714768318943289bd6ba4245fdd03f6edbb66ddbb60d401f173f6d455bd83f7c36da12b2d2df3f000000000000084071487471496258060000005f7369676d61714a6807680b4308700da8242af4cb3f714b86714c52714d58020000005f44714e4e58020000005f42714f4e58070000005f626f756e64737150682868294b00857151682b877152527153284b014b054b0286715468318943509a9999999999b93f000000000000f03f000000000000e03f0000000000001a409a9999999999b93f0000000,00000f03f9a9999999999b93f000000000000f03f000000000000e03f0000000000001a4071557471566258110000005f6e5f6d61785f726573616d706c696e6771574b3258020000005f6771584b0358050000005f746f6c7871596807680b4308e11837ce511c453d715a86715b52715c58070000005f746f6c787570715d4740c388000000000058070000005f746f6c66756e715e473d719799812dea1158100000005f746f6c636f6e646974696f6e636f76715f4742d6bcc41e900000580d0000005f66756e686973745f7465726d71604b1d580f0000005f66756e686973745f76616c7565737161682868294b00857162682b877163527164284b014b3a85716568318942d001000070ea113a000000000000000000000000a85dcb129e93bb3fb427a3105f64bc3fdd93b94ae5a6bb3f0372d2199912bc3f3b26374b6096bb3fd4ca602aac0dbc3f0000000000000000060000000100000005000500c670000001000000000000008cf86f3a00000000def32f3b000000003d0000003d00000017000000510000002b0000000100000000000000060000000b0000002d0000003c0000003d0000003d000000000000000000020000000000585c8d3a00000000d88c143b00000000000000000000000000000000000000001800000000000000def32f3b000000003d0000003d000000000000000000000000000000000000000100000000000000ff01010001000000081a24d7c6700000a0a0ead1c6700000505d13d7c6700000905471b9c670000000000000000000000000000000000000d01e303b00000000d01e303b00000000d82715d7c6700000c8cb22a5c6700000d0e863a6c670000030b022a5c670000078b022a5c670000090b022a5c6700000207bb4a6c670000038cc22a5c670000070cc22a5c6700000b07f22a5c6700000106128d7c6700000f07022a5c670000050b627d7c6700000700918d7c6700000305e24d7c6700000f0552bd7c6700000f0e717d7c670000071667471676258050000005f635f31647168682868294b00857169682b87716a52716b284b014b0f85716c680b8943783e859af573a1f43f98c8e37fd5e9dabff95da34f6d1db7bf0c321760d48aaf3fa3c94ac61b11cd3fa5b00a682ce9f73fdc4144da013ea8bf43e7c4920f17d3bfefd7e94c432ad0bfa0042ba09631f33fb89d10ac62468f3fd034a03ed10783bfadf7b901387df13fda04e7862793ae3f31b521d1050ef53f716d74716e6275622e,,COMPLETE
26,0.10910082717423729,2026-07-15 05:21:14.786071,2026-07-15 05:24:04.373596,0 days 00:02:49.587525,0.22854900170763967,0.38568830790919695,0.5320159923000042,3,3,3.0,0.0,,,,COMPLETE
27,0.10801006070796812,2026-07-15 05:24:04.401462,2026-07-15 05:27:26.540856,0 days 00:03:22.139394,0.30543229032158054,0.5937962065250161,0.4979146663457771,4,3,3.0,0.0,,,,COMPLETE
28,0.10829030757133773,2026-07-15 05:27:28.214394,2026-07-15 05:30:35.708244,0 days 00:03:07.493850,0.6951474751145736,0.4355099251397163,0.5131515183940436,4,3,3.0,0.0,,,,COMPLETE
29,0.10926118408044427,2026-07-15 05:30:39.654128,2026-07-15 05:33:27.719809,0 days 00:02:48.065681,0.4094671946633832,0.5710364000373991,0.47493917318575374,4,3,3.0,0.0,,,,COMPLETE
30,0.10959084478637687,2026-07-15 05:33:27.764018,2026-07-15 05:36:01.176472,0 days 00:02:33.412454,0.6632846798200578,0.13522456392571497,0.5099735381474391,4,3,3.0,0.0,,,,COMPLETE
31,0.1083532886754855,2026-07-15 05:36:01.223559,2026-07-15 05:39:12.112910,0 days 00:03:10.889351,0.22310718789593903,0.8052847869515181,0.6466001297815446,4,3,3.0,0.0,,,,COMPLETE
32,0.1093514463408142,2026-07-15 05:39:12.158802,2026-07-15 05:42:11.226558,0 days 00:02:59.067756,0.32991177841416375,0.2253164752978679,0.19513804733929124,3,3,3.0,0.0,,,,COMPLETE
